customer_id,first_name,last_name,gender,age,country,income
CS00125,João Vitor,Oliveira,Male,60,Brazil,127099
CS00126,María,Contreras,Female,60,Chile,33577
CS00127,Aida,Cruz,Female,34,Mexico,35129
CS00128,Ian,Pereira,Male,65,Brazil,92512
CS00129,Violeta,Loya,Male,35,Mexico,56930
CS00130,Barbara,Peña,Female,63,Mexico,64942
CS00131,Mateo,Salazar,Female,61,Mexico,103130
CS00132,Sergio,Varas,Male,50,Chile,84032
CS00133,Sebastián,Baeza,Male,21,Chile,32097
CS00134,Luz,Guzmán,Female,35,Colombia,25778
CS00135,Stephany,Porto,Female,39,Brazil,121072
CS00136,Lourdes,Mora,Male,58,Mexico,148424
CS00137,Verónica,Leal,Female,28,Chile,117154
CS00138,Edilma,Martínez,Female,53,Colombia,112493
CS00139,Juan,Vargas,Male,53,Colombia,21267
CS00140,Nicole,Correia,Female,22,Brazil,143869
CS00141,Jonás,Salas,Female,52,Mexico,24722
CS00142,Manuel,Silva,Male,55,Chile,92420
CS00143,Nayeli,Ramón,Female,45,Mexico,36704
CS00144,Milena,Nascimento,Female,37,Brazil,67795
CS00145,Laís,Souza,Female,40,Brazil,47535
CS00146,Mariano,Ulloa,Female,60,Mexico,33473
CS00147,Florencia,Barrientos,Female,53,Chile,135885
CS00148,Julián,Uribe,Male,57,Colombia,118235
CS00149,Jesús,Frías,Female,33,Mexico,133325
CS00150,Jacobo,Reynoso,Male,29,Mexico,135528
CS00151,Andrea,Mendoza,Female,19,Colombia,43509
CS00152,Paola,Burgos,Female,44,Chile,125150
CS00153,Alfonso,Zapata,Female,35,Mexico,40866
CS00154,Enzo Gabriel,Costa,Male,42,Brazil,134316
CS00155,João Guilherme,Vieira,Male,48,Brazil,49154
CS00156,Teodoro,Rosario,Female,47,Mexico,65830
CS00157,Emilia,Cancino,Female,32,Chile,49219
CS00158,João Pedro,das Neves,Male,60,Brazil,45313
CS00159,Luis,Torres,Male,39,Colombia,56517
CS00160,Isabella,Lima,Female,35,Brazil,66025
CS00161,Elena,Vargas,Female,61,Colombia,148601
CS00162,Ana,Gajardo,Female,19,Chile,35118
CS00163,Filomena,Garrido,Female,29,Chile,96099
CS00164,Mirna,Pizarro,Female,20,Chile,34208
CS00165,Adriana,Quintero,Female,40,Colombia,115491
CS00166,Valentina,López,Female,45,Chile,99457
CS00167,Kamilly,da Paz,Female,42,Brazil,137899
CS00168,Zacarías,Cervantes,Male,34,Mexico,25817
CS00169,Alix,Rodríguez,Female,18,Colombia,88146
CS00170,Juan,Llamas,Male,41,Mexico,76531
CS00171,André,da Cruz,Male,60,Brazil,140687
CS00172,Josefina,Vilches,Female,57,Chile,61145
CS00173,Sofia,Caldeira,Female,64,Brazil,137970
CS00174,Jonathan,Muñoz,Male,50,Chile,60538
CS00175,Cristina,Ortega,Female,38,Colombia,72743
CS00176,Pablo,Fonseca,Male,53,Chile,36683
CS00177,Liliana,Vélez,Male,44,Mexico,107153
CS00178,Martha,Cáceres,Female,61,Colombia,118059
CS00179,Espartaco,Domínguez,Female,57,Mexico,94593
CS00180,Sylvia,Cáceres,Female,43,Chile,91819
CS00181,Alícia,Ramos,Female,37,Brazil,57606
CS00182,Adalberto,Tijerina,Female,45,Mexico,122990
CS00183,Freddy,Marín,Male,47,Chile,77905
CS00184,Silvia,Gil,Female,61,Colombia,48010
CS00185,Yaneth,Bravo,Female,65,Colombia,42241
CS00186,Lorenzo,Silva,Male,36,Brazil,87561
CS00187,Carmen,Santana,Female,23,Chile,127272
CS00188,Flavio,Farías,Female,61,Mexico,60687
CS00189,Verónica,Alba,Female,30,Mexico,39313
CS00190,Vicente,Souza,Male,20,Brazil,52092
CS00191,Andrés,Escobar,Male,57,Colombia,131376
CS00192,Brenda,Cardoso,Female,47,Brazil,74321
CS00193,Virginia,Fuentes,Male,63,Mexico,111272
CS00194,Armando,González,Male,49,Colombia,72383
CS00195,Esperanza,Caraballo,Female,27,Mexico,105990
CS00196,João Lucas,da Conceição,Male,24,Brazil,122029
CS00197,Luz,Flórez,Female,32,Colombia,43053
CS00198,Ignacio,García,Male,21,Colombia,93060
CS00199,Rosario,Luevano,Female,25,Mexico,79829
CS00200,Caridad,Portillo,Male,47,Mexico,107500
CS00201,Ernesto,Barrera,Male,46,Chile,100301
CS00202,Fidel,Tovar,Male,53,Colombia,78446
CS00203,Patricia,Cruz,Female,65,Mexico,132917
CS00204,Edna,Hernández,Female,46,Colombia,53972
CS00205,Julio,Tirado,Female,58,Mexico,56347
CS00206,Antonio,Rodríguez,Male,58,Colombia,51358
CS00207,Ítalo,Osorio,Male,46,Chile,30155
CS00208,Nelson,Cárcamo,Male,33,Chile,55614
CS00209,Francisco,Quezada,Male,38,Chile,137050
CS00210,Brenda,Porto,Female,26,Brazil,39769
CS00211,Salvador,Ríos,Female,42,Mexico,110957
CS00212,Paola,Gollum,Male,63,Mexico,48043
CS00213,Gabriela,Pinto,Female,44,Brazil,73424
CS00214,Pascale,Olivares,Female,52,Chile,81069
CS00215,Yurani,Orozco,Female,21,Colombia,47110
CS00216,Brayan,Molina,Male,42,Colombia,138598
CS00217,Gustavo Henrique,Pereira,Male,54,Brazil,69857
CS00218,Edier,Rueda,Male,18,Colombia,143567
CS00219,Domingo,Santander,Male,37,Chile,118759
CS00220,Libia,Espitia,Female,44,Colombia,90545
CS00221,Guillermo,Gaytán,Male,49,Mexico,48760
CS00222,Lidia,Zúñiga,Female,45,Chile,83654
CS00223,Isis,da Rosa,Female,42,Brazil,64057
CS00224,Alejandro,Mejía,Male,64,Colombia,41632
CS00225,Jhoan,Gamboa,Male,26,Colombia,148545
CS00226,Davi Lucca,Cavalcanti,Male,43,Brazil,97580
CS00227,Theo,Oliveira,Male,23,Brazil,104246
CS00228,Jessica,Aguilar,Female,26,Colombia,133619
CS00229,Francy,Valderrama,Female,29,Colombia,26590
CS00230,María,Reyes,Female,42,Chile,62906
CS00231,Ramiro,Segovia,Female,47,Mexico,62840
CS00232,Ariel,Rodríguez,Male,42,Chile,56471
CS00233,Marcela,Posada,Female,34,Colombia,129433
CS00234,Ana Luiza,Cavalcanti,Female,48,Brazil,22540
CS00235,Maria Eduarda,Fogaça,Female,40,Brazil,49389
CS00236,Maria Sophia,Rocha,Female,59,Brazil,25276
CS00237,Sophie,Costa,Female,33,Brazil,46130
CS00238,Isis,Costela,Female,57,Brazil,39973
CS00239,Víctor,Ureña,Male,26,Mexico,82070
CS00240,Sophie,da Rosa,Female,54,Brazil,144224
CS00241,Francisco Javier,Tello,Female,47,Mexico,111680
CS00242,Julio,Quintanilla,Male,41,Chile,41992
CS00243,Isabelly,da Cruz,Female,28,Brazil,146447
CS00244,Josefa,Barahona,Female,24,Chile,95849
CS00245,Lara,Araújo,Female,37,Brazil,95470
CS00246,Jonathan,Bustamante,Male,43,Colombia,143400
CS00247,Paulina,Baeza,Male,22,Mexico,97607
CS00248,Amanda,Contreras,Male,24,Mexico,111382
CS00249,José,Rojas,Male,61,Chile,98697
CS00250,Lara,Caldeira,Female,54,Brazil,122581
CS00251,Laura,Gomes,Female,40,Brazil,89827
CS00252,María,Rodríguez,Female,60,Colombia,68571
CS00253,Maria,Sales,Female,50,Brazil,104874
CS00254,Ruth,Cea,Female,18,Chile,131355
CS00255,Johana,Londoño,Female,49,Colombia,33833
CS00256,Alejandro,López,Male,41,Colombia,103307
CS00257,Fredy,Sandoval,Male,63,Colombia,40052
CS00258,José,Restrepo,Male,29,Colombia,116180
CS00259,Johnny,Berríos,Male,57,Chile,125932
CS00260,Consuelo,Rivera,Female,47,Colombia,77091
CS00261,Luis,Bastías,Male,38,Chile,131635
CS00262,Rebeca,Jurado,Male,23,Mexico,56559
CS00263,Laura,Rojas,Female,33,Colombia,118366
CS00264,María,Navarro,Female,54,Colombia,99997
CS00265,José,Mora,Male,39,Colombia,23761
CS00266,Enrique,Rodríguez,Male,38,Colombia,43834
CS00267,Johana,Mosquera,Female,31,Colombia,66507
CS00268,Mario,Urrutia,Male,39,Chile,56655
CS00269,Virginia,Alegría,Female,53,Chile,21330
CS00270,Citlali,Segura,Female,23,Mexico,51635
CS00271,Rafael,González,Male,49,Colombia,92768
CS00272,Cristian,Carmona,Female,62,Mexico,82402
CS00273,Edwin,Rodríguez,Male,46,Colombia,123931
CS00274,Carolina,Novaes,Female,23,Brazil,58566
CS00275,Abraham,Cintrón,Female,43,Mexico,110673
CS00276,Dolores,Tijerina,Female,37,Mexico,107026
CS00277,María,Alvarado,Female,48,Chile,92544
CS00278,Abelardo,Ramírez,Male,45,Chile,117771
CS00279,Judith,Molina,Female,40,Chile,112124
CS00280,Mercedes,Cárdenas,Female,35,Colombia,60189
CS00281,Claudio,González,Male,32,Chile,35814
CS00282,Mauro,Zúñiga,Female,38,Mexico,35670
CS00283,Reina,Jimínez,Female,30,Mexico,48361
CS00284,Carlos,Gómez,Male,35,Colombia,114972
CS00285,Arturo,Barahona,Male,24,Chile,129134
CS00286,Daniela,Escamilla,Male,36,Mexico,49816
CS00287,Sebastián,Varas,Male,29,Chile,59618
CS00288,Caio,Fernandes,Male,63,Brazil,90010
CS00289,Caridad,Robledo,Male,35,Mexico,25965
CS00290,Vicente,Porto,Male,53,Brazil,58290
CS00291,Aldo,Bustos,Female,58,Mexico,133830
CS00292,Luis,Rivas,Male,24,Colombia,134389
CS00293,Luiz Gustavo,Araújo,Male,54,Brazil,57268
CS00294,Hernán,Vélez,Male,48,Colombia,77733
CS00295,Martín,Fuentes,Male,29,Chile,146549
CS00296,Luiz Otávio,Cardoso,Male,34,Brazil,143347
CS00297,Nidia,Calderón,Female,25,Colombia,127756
CS00298,Erick,Costela,Male,43,Brazil,84454
CS00299,Mirella,Moreira,Female,54,Brazil,102502
CS00300,Eloah,Fogaça,Female,27,Brazil,39555
CS00301,Eugenia,Ríos,Female,23,Chile,52530
CS00302,Juan,da Rocha,Male,53,Brazil,120197
CS00303,Felix,Parra,Male,56,Colombia,98135
CS00304,Anel,Tejeda,Male,51,Mexico,69856
CS00305,Antonio,Parra,Male,46,Colombia,58974
CS00306,Luis,Muñoz,Male,37,Colombia,94531
CS00307,Alícia,Farias,Female,57,Brazil,145843
CS00308,Pedro Miguel,Barbosa,Male,31,Brazil,101987
CS00309,Ana Luisa,Escamilla,Female,34,Mexico,106563
CS00310,Olivia,Barbosa,Female,28,Brazil,51439
CS00311,Flavio,Burgos,Male,53,Mexico,29838
CS00312,María José,Franco,Male,18,Mexico,73545
CS00313,Jesús,Ortega,Male,62,Colombia,97832
CS00314,Alberto,Fernández,Male,36,Colombia,24278
CS00315,Tomás,Sáenz,Male,36,Mexico,112662
CS00316,Javiera,Vejar,Female,62,Chile,132670
CS00317,José,Ramírez,Male,22,Colombia,110096
CS00318,Miguel,Páez,Female,34,Mexico,123262
CS00319,Conchita,Rocha,Female,45,Mexico,35043
CS00320,Jacobo,Verdugo,Male,59,Mexico,39528
CS00321,Mario,González,Male,27,Chile,29359
CS00322,Pedro,Silva,Male,28,Brazil,123891
CS00323,Héctor,Ávila,Male,56,Chile,118167
CS00324,Daniela,López,Female,46,Chile,36299
CS00325,María,Ríos,Female,62,Colombia,59857
CS00326,Fabián,Ortiz,Male,35,Colombia,85597
CS00327,Santiago,Garzón,Male,46,Colombia,30543
CS00328,João Vitor,da Luz,Male,45,Brazil,116276
CS00329,Patricio,Guajardo,Male,56,Chile,52816
CS00330,Breno,Cardoso,Male,23,Brazil,50005
CS00331,Nina,Santos,Female,61,Brazil,127665
CS00332,Daniela,Maturana,Female,54,Chile,25273
CS00333,Ángel,Bustos,Female,48,Mexico,88021
CS00334,Luis,Bustamante,Male,35,Colombia,43788
CS00335,Yamile,Barbosa,Female,58,Colombia,126724
CS00336,Alberto,Alfonso,Male,23,Colombia,81605
CS00337,Joaquín,Hormazábal,Male,44,Chile,63687
CS00338,Natalia,Rodríguez,Female,60,Chile,33710
CS00339,Linda,Meléndez,Female,39,Mexico,73955
CS00340,Johana,Rodríguez,Female,36,Colombia,106846
CS00341,Teresa,Melo,Female,53,Colombia,24809
CS00342,Luz,Cárdenas,Female,23,Colombia,61224
CS00343,Bruno,Mercado,Male,38,Chile,35194
CS00344,Alberto,Díaz,Male,50,Colombia,128124
CS00345,Erick,Silva,Male,60,Brazil,133949
CS00346,Gustavo,Barreto,Male,44,Colombia,27104
CS00347,Pedro,Roque,Male,51,Mexico,67419
CS00348,Jorge,Melo,Male,58,Colombia,77939
CS00349,Elisa,Gomes,Female,31,Brazil,55003
CS00350,Carla,Matías,Male,36,Mexico,77424
CS00351,Omar,Quintero,Male,25,Colombia,23783
CS00352,Caridad,Adame,Male,63,Mexico,40758
CS00353,Claudina,Núñez,Female,53,Chile,21792
CS00354,Juan,Salazar,Male,23,Colombia,49451
CS00355,Anthony,da Paz,Male,47,Brazil,144133
CS00356,Lorenzo,Ferreira,Male,59,Brazil,129070
CS00357,María Cristina,Saldivar,Female,49,Mexico,142244
CS00358,Yasna,Marín,Female,50,Chile,112459
CS00359,Sandra,Figueroa,Female,44,Chile,129408
CS00360,Andrés,Jiménez,Male,48,Colombia,51946
CS00361,Horacio,Soto,Male,53,Colombia,38958
CS00362,Amparo,Caicedo,Female,30,Colombia,140831
CS00363,Pedro,Escamilla,Male,22,Mexico,56208
CS00364,Ángela,Rueda,Female,39,Colombia,142453
CS00365,Mauricio,Inostroza,Male,18,Chile,57072
CS00366,Héctor,Valladares,Male,55,Chile,96011
CS00367,Camila,Torres,Female,27,Colombia,78529
CS00368,Vladimir,Bonilla,Male,40,Colombia,63573
CS00369,Rosalba,Romero,Female,47,Colombia,142270
CS00370,José,Guzmán,Male,30,Chile,148552
CS00371,Octavio,Zayas,Female,54,Mexico,70196
CS00372,Ricardo,Trejo,Female,44,Mexico,25720
CS00373,Carlos,Díaz,Male,65,Chile,81993
CS00374,Liliana,Rodríguez,Female,42,Colombia,149553
CS00375,Rolando,Olivárez,Male,49,Mexico,146461
CS00376,Maria Cecília,Cavalcanti,Female,26,Brazil,85836
CS00377,Flor,Martínez,Female,24,Chile,134581
CS00378,Helena,Guerrero,Female,24,Colombia,88937
CS00379,Felipe,Sánchez,Male,18,Colombia,114692
CS00380,Francisco Javier,Munguía,Female,44,Mexico,134154
CS00381,Mauro,Reséndez,Male,22,Mexico,81537
CS00382,Erick,Cid,Male,39,Chile,101691
CS00383,Ruth,Calderón,Female,59,Colombia,30527
CS00384,Ariel,Contreras,Male,61,Chile,132635
CS00385,Bladimir,Luna,Male,38,Colombia,102155
CS00386,Felipe,Pinto,Male,52,Colombia,24705
CS00387,Vitor Hugo,Cardoso,Male,33,Brazil,102727
CS00388,Pascal,Bustos,Female,32,Chile,117880
CS00389,Thomas,da Luz,Male,45,Brazil,148232
CS00390,Vinicius,Carvalho,Male,58,Brazil,112260
CS00391,Lucas,Rocha,Male,46,Brazil,41805
CS00392,Elba,Lorca,Female,19,Chile,26028
CS00393,Cristóbal,Rivera,Male,21,Chile,58452
CS00394,Pilar,Martínez,Female,41,Chile,76450
CS00395,Reynaldo,Sierra,Male,33,Mexico,89621
CS00396,Jorge,Gaitán,Male,54,Colombia,109364
CS00397,Mariano,Collazo,Male,28,Mexico,42946
CS00398,Carolina,da Luz,Female,57,Brazil,134142
CS00399,José,Andrade,Male,57,Colombia,109539
CS00400,Gabriel,Gracia,Female,49,Mexico,139646
CS00401,Alicia,Anaya,Male,32,Mexico,80443
CS00402,Jefferson,Parra,Male,47,Chile,53466
CS00403,Mariana,da Costa,Female,47,Brazil,138123
CS00404,María,León,Female,61,Chile,91643
CS00405,Serafín,Canales,Female,22,Mexico,77898
CS00406,Carolina,Bravo,Female,55,Chile,59210
CS00407,Beatriz,Valencia,Female,62,Colombia,52780
CS00408,Erick,Parra,Male,37,Colombia,46111
CS00409,Lina,Navarro,Female,48,Colombia,33979
CS00410,Bernardo,Benítez,Female,42,Mexico,94963
CS00411,Jenniffer,Osses,Female,54,Chile,58780
CS00412,Enrique,Calderón,Male,19,Chile,148181
CS00413,Rafael,Díaz,Male,35,Colombia,21061
CS00414,João Pedro,Melo,Male,56,Brazil,117671
CS00415,Andrés,Galvis,Male,36,Colombia,121677
CS00416,Gonzalo,Alfaro,Male,56,Mexico,125110
CS00417,Francisco,Varas,Male,32,Chile,103442
CS00418,Clemente,Almonte,Male,57,Mexico,52850
CS00419,Abraham,Chacón,Male,58,Mexico,32735
CS00420,Pedro Lucas,Campos,Male,37,Brazil,123364
CS00421,Eduar,Jiménez,Male,20,Colombia,95965
CS00422,Elizabeth,Alvarado,Female,64,Chile,37224
CS00423,Nicole,Cavalcanti,Female,36,Brazil,62823
CS00424,Laura,Orozco,Female,29,Colombia,46318
CS00425,Dulce,Dávila,Male,52,Mexico,134879
CS00426,Johanna,Sanhueza,Female,51,Chile,85771
CS00427,Paulina,Orellana,Female,28,Chile,53681
CS00428,Alex,Mantilla,Male,36,Colombia,117853
CS00429,Angélica,Poblete,Female,25,Chile,81385
CS00430,Heloísa,Costa,Female,27,Brazil,118848
CS00431,Gonzalo,Gamez,Male,61,Mexico,114924
CS00432,Teresa,Rincón,Female,53,Colombia,67942
CS00433,Rafael,da Costa,Male,43,Brazil,21824
CS00434,Freddy,Ponce,Male,52,Chile,36199
CS00435,Erika,Reyes,Female,41,Colombia,108188
CS00436,Florencia,Román,Female,55,Chile,69941
CS00437,Agustina,Núñez,Female,24,Chile,108452
CS00438,Juan,Leiva,Male,48,Mexico,23280
CS00439,Daisy,Coronado,Female,57,Chile,49015
CS00440,Emanuella,Martins,Female,58,Brazil,127984
CS00441,Milena,Vásquez,Female,62,Colombia,59608
CS00442,Isabel,Salas,Female,25,Colombia,38320
CS00443,Maitê,Peixoto,Female,20,Brazil,59893
CS00444,César,Benítez,Male,25,Colombia,32739
CS00445,Julio César,Nieves,Female,52,Mexico,37781
CS00446,Viviana,Sánchez,Female,47,Colombia,68629
CS00447,David,Villa,Male,55,Colombia,117290
CS00448,Julio César,Mares,Female,44,Mexico,105841
CS00449,Luiza,da Mota,Female,49,Brazil,100694
CS00450,Sara,Moreno,Female,35,Colombia,24288
CS00451,Daisy,Mella,Female,31,Chile,78115
CS00452,Alexander,Díaz,Male,33,Colombia,132125
CS00453,Claudio,Torres,Male,24,Chile,148572
CS00454,Jorge,Altamirano,Male,52,Chile,138187
CS00455,Mónica,Vallejos,Female,21,Chile,72184
CS00456,Benjamín,Ormeño,Male,30,Chile,146904
CS00457,Diego,Nascimento,Male,47,Brazil,32015
CS00458,Arcelia,Alonso,Male,59,Mexico,103819
CS00459,Carlos Eduardo,da Conceição,Male,21,Brazil,123126
CS00460,Daniela,Solís,Female,33,Chile,149606
CS00461,Soledad,Sierra,Male,54,Mexico,46896
CS00462,Noah,Cavalcanti,Male,53,Brazil,47152
CS00463,Francisca,Llamas,Male,32,Mexico,63064
CS00464,Mercedes,Corrales,Male,56,Mexico,20371
CS00465,Carolina,Pino,Female,27,Chile,149437
CS00466,Fernando,Aranda,Female,52,Mexico,52853
CS00467,Mariana,Peralta,Male,25,Mexico,106646
CS00468,Leandro,da Rocha,Male,26,Brazil,21947
CS00469,Juan,Villanueva,Male,33,Chile,97182
CS00470,Máximo,Vargas,Male,19,Chile,42838
CS00471,Marina,Araya,Female,21,Chile,36614
CS00472,Carlos,Gutiérrez,Male,51,Colombia,34896
CS00473,Vitor,Rodrigues,Male,48,Brazil,78756
CS00474,Bastián,Gutiérrez,Male,50,Chile,97812
CS00475,Pedro Henrique,da Paz,Male,46,Brazil,86039
CS00476,Dolores,Roybal,Male,57,Mexico,25683
CS00477,Javier,Zambrano,Male,47,Chile,104323
CS00478,Sarah,da Rocha,Female,21,Brazil,82781
CS00479,Milena,Álvarez,Female,45,Colombia,109928
CS00480,Breno,Rezende,Male,49,Brazil,113375
CS00481,Rosalba,Ávila,Female,22,Colombia,137868
CS00482,Nathan,Silveira,Male,38,Brazil,99730
CS00483,Isaac,Cedillo,Female,22,Mexico,36540
CS00484,Sergio,Bravo,Male,57,Chile,102978
CS00485,Eusebio,Arancibia,Male,42,Chile,98301
CS00486,Rodrigo,Troncoso,Male,47,Chile,86263
CS00487,Lilia,Moreno,Female,24,Colombia,123952
CS00488,Samuel,Fogaça,Male,59,Brazil,105316
CS00489,Gabriela,Granado,Male,45,Mexico,79186
CS00490,Rodolfo,Enríquez,Male,44,Mexico,64424
CS00491,Alba,Naranjo,Female,43,Colombia,74524
CS00492,Rafael,da Conceição,Male,38,Brazil,75936
CS00493,Ignacio,Guerrero,Male,60,Chile,53408
CS00494,Anahí,Gajardo,Female,27,Chile,110023
CS00495,Luis,Reyes,Male,22,Colombia,31957
CS00496,André,Fernandes,Male,23,Brazil,76606
CS00497,Anthony,Peixoto,Male,65,Brazil,116835
CS00498,Juan,Aguilar,Male,26,Chile,92924
